month,route,direction,ln_teu_actual,ln_teu_pred,teu_actual,teu_pred
2023-01-01,UK-DE,Exports,8.711833272319678,8.519178853375289,6074.3682578237585,5009.938173456348
2023-02-01,UK-DE,Exports,8.281678298224595,8.34387906250096,3950.8194742943074,4204.367153470929
2023-03-01,UK-DE,Exports,8.73324159445119,8.57583011914289,6205.812267881933,5301.95086285005
2023-04-01,UK-DE,Exports,8.325095673442558,8.396996231978749,4126.131950811544,4433.728832844381
2023-05-01,UK-DE,Exports,8.681922327676068,8.329735687652652,5895.368535702926,4145.321747731982
2023-06-01,UK-DE,Exports,8.637905180340002,8.435868066637,5641.499513485533,4609.4695607987
2023-07-01,UK-DE,Exports,8.578689871934388,8.39901999599768,5317.134832482138,4442.7107392899925
2023-08-01,UK-DE,Exports,8.457441636544615,8.453371002915368,4709.992697311517,4690.85901217593
2023-09-01,UK-DE,Exports,8.570520185772624,8.466602861259371,5273.872470206348,4753.340253997741
2023-10-01,UK-DE,Exports,8.481730583031016,8.38295175007715,4825.794112010932,4371.894639482874
2023-11-01,UK-DE,Exports,8.468433484543187,8.308862681030172,4762.049798858142,4059.693191036802
2023-12-01,UK-DE,Exports,8.814650741187316,8.219933281771503,6732.156089130928,3714.2545657596274
2024-01-01,UK-DE,Exports,8.526796963866914,8.338175415338826,5048.250183291774,4180.455184229715
2024-02-01,UK-DE,Exports,8.619816209849377,8.314538337487791,5540.368035022751,4082.8001263971532
2024-03-01,UK-DE,Exports,8.476034011239761,8.361056192609476,4798.3817816854735,4277.2099390565645
2024-04-01,UK-DE,Exports,8.471952581407045,8.246290434812176,4778.837434704272,3813.4532971442404
2024-05-01,UK-DE,Exports,8.519145624849116,8.16255046964927,5009.771703360422,3507.1200098717136
2024-06-01,UK-DE,Exports,8.536876372742817,8.38313518071653,5099.390861935309,4372.696652466524
2024-07-01,UK-DE,Exports,8.535199742209654,8.35168319631682,5090.848230934815,4237.306963508593
2024-08-01,UK-DE,Exports,8.585068258721952,8.34056678130629,5351.157966048974,4190.464145260383
2024-09-01,UK-DE,Exports,8.509159770326299,8.153810343073873,4959.9938030162075,3476.600901782991
2024-10-01,UK-DE,Exports,8.417392666820664,8.301020968091716,4525.089644244988,4027.9827370491375
2024-11-01,UK-DE,Exports,8.815689694640502,8.324951639416248,6739.154120632128,4125.537690211486
2024-12-01,UK-DE,Exports,8.515943658099113,8.230400461769587,4993.756235122881,3753.336518953891
2025-01-01,UK-DE,Exports,8.562318561298985,8.336742041478127,5230.79504259868,4174.4673214909835
2025-02-01,UK-DE,Exports,8.633322973397654,8.30055003482813,5615.708131102925,4026.086272582256
2025-03-01,UK-DE,Exports,8.447949608424866,8.167306357818497,4665.496826298385,3523.8392062352673
2025-04-01,UK-DE,Exports,8.434043066368753,8.37594618982424,4601.064949155739,4341.374099730195
2025-05-01,UK-DE,Exports,8.562670424989893,8.186673039167186,5232.635893294017,3592.7494043681927
2025-06-01,UK-DE,Exports,8.58490775562585,8.181934409681247,5350.299157550244,3575.764969358893
2025-07-01,UK-DE,Exports,8.831223174427862,8.330249261389696,6844.653902997841,4147.451222887664
2025-08-01,UK-DE,Exports,8.289867678300922,8.202714072246057,3983.307081697182,3650.845531613378
2025-09-01,UK-DE,Exports,8.625516336904072,8.249642467831082,5572.039015304974,3826.25756669028
2023-01-01,UK-DE,Imports,8.963119115136932,8.817518030897798,7809.678799293161,6751.486831189818
2023-02-01,UK-DE,Imports,8.956780604368014,9.024600000255479,7760.333618811497,8304.891854722257
2023-03-01,UK-DE,Imports,8.77801589627494,8.615441545934994,6489.987581895343,5516.183724591899
2023-04-01,UK-DE,Imports,8.777237084006353,8.823569498525336,6484.935067678998,6792.4671055293275
2023-05-01,UK-DE,Imports,9.075073903817202,8.845988769962982,8734.831252340413,6946.469125474563
2023-06-01,UK-DE,Imports,8.90872618746227,8.750743137875876,7396.233679980593,6315.3795624277855
2023-07-01,UK-DE,Imports,8.952661414656966,8.83357813284696,7728.433079707432,6860.791772880632
2023-08-01,UK-DE,Imports,8.794563443351361,8.799582375458177,6598.274426838462,6631.4739616239995
2023-09-01,UK-DE,Imports,8.848551300789257,8.77483217662548,6964.292493454105,6469.358137514951
2023-10-01,UK-DE,Imports,8.805269824418593,8.74199014280474,6669.29758933218,6260.342298086453
2023-11-01,UK-DE,Imports,8.828638911861642,8.722174018971678,6826.988356174759,6137.507652662659
2023-12-01,UK-DE,Imports,9.22441230176435,8.87414454596867,10141.714054493063,7144.83177727596
2024-01-01,UK-DE,Imports,8.861804457597167,8.732650796538968,7057.2056905279205,6202.146969782269
2024-02-01,UK-DE,Imports,8.93630244117732,8.726773815693882,7603.032358048217,6165.803969006049
2024-03-01,UK-DE,Imports,8.787947079966118,8.711088851833273,6554.761951423864,6069.848056324704
2024-04-01,UK-DE,Imports,8.934604757125749,8.793957140092164,7590.135761540959,6594.275084078185
2024-05-01,UK-DE,Imports,9.097861160575569,8.911832396447616,8936.159239388697,7419.243645875449
2024-06-01,UK-DE,Imports,8.698298174996735,8.584810425446715,5992.704999070365,5349.778437316127
2024-07-01,UK-DE,Imports,8.754743653037671,8.616374888152373,6340.694937628409,5521.334615138761
2024-08-01,UK-DE,Imports,8.808681555994873,8.62343529630179,6692.090301708817,5560.455433009614
2024-09-01,UK-DE,Imports,9.008372862317094,8.785735020695245,8171.214760662787,6540.2784545634995
2024-10-01,UK-DE,Imports,8.732092142086142,8.648042676240458,6198.683080409218,5698.981058866182
2024-11-01,UK-DE,Imports,8.976886388143145,8.577437865153776,7917.940302282476,5310.481909239995
2024-12-01,UK-DE,Imports,8.961542624991369,8.771058191965295,7797.376617308301,6444.988892645059
2025-01-01,UK-DE,Imports,8.843227494854228,8.670324374130985,6927.314470990588,5827.389297322301
2025-02-01,UK-DE,Imports,8.906775149451159,8.652345028576969,7381.81741484554,5723.552903805229
2025-03-01,UK-DE,Imports,8.950256360595748,8.756297943488825,7709.868114163877,6350.557882178318
2025-04-01,UK-DE,Imports,8.584617840431841,8.527281401942531,5348.748249358769,5050.696340353771
2025-05-01,UK-DE,Imports,8.976224711421192,8.704628984014441,7912.702918417227,6030.764014985203
2025-06-01,UK-DE,Imports,9.083250909177588,8.831951688238433,8806.548832224013,6849.642144675616
2025-07-01,UK-DE,Imports,9.019189086002983,8.614118409158456,8260.076153321592,5508.889885477244
2025-08-01,UK-DE,Imports,8.853750800370095,8.776006281047986,7000.597631838764,6476.958300334282
2025-09-01,UK-DE,Imports,8.96448154812193,8.688652094296945,7820.326214839628,5935.176789980633
2023-01-01,UK-FR,Exports,8.273442436128695,8.235812205506658,3918.414693756365,3773.7036755618974
2023-02-01,UK-FR,Exports,8.069364910305564,8.056996998289662,3195.072027274974,3155.799020717838
2023-03-01,UK-FR,Exports,8.328091890963208,8.145531118368357,4138.513278968662,3447.9361663351897
2023-04-01,UK-FR,Exports,8.185638771635723,8.09639371061842,3589.0354612470355,3282.6086671277935
2023-05-01,UK-FR,Exports,8.103726036936562,7.658861937079826,3306.7662825776315,2119.3441086388457
2023-06-01,UK-FR,Exports,8.206910506636069,8.04711535031118,3666.198256175334,3124.768096544721
2023-07-01,UK-FR,Exports,8.32934900679238,8.065463434249782,4143.719141021104,3182.6308155899787
2023-08-01,UK-FR,Exports,8.059224062851175,7.948680555259022,3162.835020785233,2831.8360332082543
2023-09-01,UK-FR,Exports,8.083466203700521,8.038799670850661,3240.4458381936633,3098.891267489524
2023-10-01,UK-FR,Exports,8.142680488289601,7.925441482689899,3438.1213716106595,2766.785573841336
2023-11-01,UK-FR,Exports,8.537207819862408,8.065166777502924,5101.081320481495,3181.686806715999
2023-12-01,UK-FR,Exports,8.166442750871463,7.7511781237529584,3520.7973079078542,2324.309125992724
2024-01-01,UK-FR,Exports,8.2653549753229,7.891642014593523,3886.852469657335,2674.8324305783635
2024-02-01,UK-FR,Exports,8.055380409287851,7.8559351090036795,3150.7015121273166,2581.007508875677
2024-03-01,UK-FR,Exports,8.490324646936342,8.150309886996759,4867.446018215351,3464.4524879279315
2024-04-01,UK-FR,Exports,8.462953525097847,8.09701184221134,4736.0253307247895,3284.638378501876
2024-05-01,UK-FR,Exports,8.146103427034319,7.864335325668024,3449.910014854298,2602.7798493232413
2024-06-01,UK-FR,Exports,8.21853500910388,7.690158862955002,3709.0646544209108,2186.7219237426443
2024-07-01,UK-FR,Exports,8.15301419866443,7.89242778968278,3473.834126933476,2676.9350732641833
2024-08-01,UK-FR,Exports,8.301872626173404,7.655910229876195,4031.4146623060474,2113.0976487619396
2024-09-01,UK-FR,Exports,8.216561286866636,7.887087012534446,3701.751210760472,2662.6762700355825
2024-10-01,UK-FR,Exports,8.40690843095575,8.025638404766044,4477.895367365631,3058.3731546565573
2024-11-01,UK-FR,Exports,8.05364412535042,7.725752188808175,3145.2357461341485,2265.9563736209925
2024-12-01,UK-FR,Exports,8.430952910473852,7.9228649503828645,4586.868886500224,2759.6660372203523
2025-01-01,UK-FR,Exports,8.274068231058514,8.107757663547286,3920.86758522812,3320.124839781091
2025-02-01,UK-FR,Exports,8.344874400465455,7.8067455223972,4208.554003034958,2457.120764213133
2025-03-01,UK-FR,Exports,8.263997157042414,7.897860375111437,3881.578411736914,2691.517325538471
2025-04-01,UK-FR,Exports,8.5520556669221,8.062441761356379,5177.386477579673,3173.028461217955
2025-05-01,UK-FR,Exports,8.243939454215406,7.821575369419113,3804.498472869549,2493.831020213585
2025-06-01,UK-FR,Exports,8.042736477747358,7.879222532264251,3111.115049550783,2641.81783293533
2025-07-01,UK-FR,Exports,8.310417409051064,7.843774853410145,4066.009818843888,2549.811855848236
2025-08-01,UK-FR,Exports,8.385698924619298,8.01260008052012,4383.921509529151,3018.7559261720126
2025-09-01,UK-FR,Exports,8.21502501257462,7.755887489368387,3696.068671626964,2335.2809623869393
2023-01-01,UK-FR,Imports,8.384591355812528,8.378769605709605,4379.068702718675,4353.648924641261
2023-02-01,UK-FR,Imports,8.490284728210314,8.561765622931267,4867.251719849392,5227.903534812424
2023-03-01,UK-FR,Imports,8.481084981501194,8.354944813640344,4822.679577431934,4251.150000378273
2023-04-01,UK-FR,Imports,8.340256741895079,8.281414344002812,4189.1651376062755,3949.7767764328705
2023-05-01,UK-FR,Imports,8.856512184537207,8.782040307065783,7019.955686511664,6516.158584062257
2023-06-01,UK-FR,Imports,8.409135525245233,8.30605320765988,4487.87917588206,4048.3035979958413
2023-07-01,UK-FR,Imports,8.56464523143789,8.409674398954843,5242.979546390963,4490.298227705026
2023-08-01,UK-FR,Imports,8.545231150235233,8.563725499478759,5142.173609239844,5238.159627397612
2023-09-01,UK-FR,Imports,8.448667391770504,8.47002123689748,4668.846844369191,4769.61676027828
2023-10-01,UK-FR,Imports,8.494358538184986,8.35470451750873,4887.120421634426,4250.1285882038865
2023-11-01,UK-FR,Imports,8.436431687212785,7.905892446027182,4612.068284965036,2713.2228369791137
2023-12-01,UK-FR,Imports,8.6249368978298,8.37162476345817,5568.811293400542,4322.653649886678
2024-01-01,UK-FR,Imports,8.562500396230517,8.29477416107564,5231.7462703377005,4002.8991340093276
2024-02-01,UK-FR,Imports,8.362323761216496,8.19875317155285,4282.635033714396,3636.41349581508
2024-03-01,UK-FR,Imports,8.311795913361511,7.911567664702135,4071.6186959479146,2728.664746553442
2024-04-01,UK-FR,Imports,8.295432971936618,7.873815247545586,4005.537156317671,2627.5713239155284
2024-05-01,UK-FR,Imports,8.423556464516745,8.199741566932332,4553.067517766091,3640.009486949988
2024-06-01,UK-FR,Imports,8.702908204903618,8.378933050268534,6020.395325916237,4354.3605630246075
2024-07-01,UK-FR,Imports,8.355443462821976,8.125500498129545,4253.270361461178,3379.558971400999
2024-08-01,UK-FR,Imports,8.769666232863498,8.381410920217384,6436.023972543526,4365.163480795486
2024-09-01,UK-FR,Imports,8.24004363437347,7.920246098445099,3789.705665995302,2752.4483356422215
2024-10-01,UK-FR,Imports,8.23690347895469,7.828816815774023,3777.824066011222,2511.9555083170812
2024-11-01,UK-FR,Imports,8.500936832760452,8.253542055761637,4919.375314169683,3841.2075249097925
2024-12-01,UK-FR,Imports,8.544574988772979,8.088153952761767,5138.800619819094,3255.6718952142296
2025-01-01,UK-FR,Imports,8.109462543697958,7.927850229396242,3325.790082626002,2773.4580924569063
2025-02-01,UK-FR,Imports,8.63221501040598,8.213172917704023,5609.489579920059,3689.229537116843
2025-03-01,UK-FR,Imports,8.360240000292734,7.991719424304087,4273.720337453943,2956.375856342701
2025-04-01,UK-FR,Imports,8.500233017766107,7.962977625353537,4915.914202194884,2872.613798153053
2025-05-01,UK-FR,Imports,8.467864864699541,8.08914771796258,4759.342772553456,3258.9088767823855
2025-06-01,UK-FR,Imports,8.326696636254402,8.180661925640244,4132.743025251658,3571.2177592407356
2025-07-01,UK-FR,Imports,8.58097936629403,8.208968409363068,5329.322328969111,3673.7507040005644
2025-08-01,UK-FR,Imports,8.35899103710138,7.969952547989317,4268.385949982549,2892.7200955787084
2025-09-01,UK-FR,Imports,8.596612638019556,8.265336472832328,5413.291721048346,3886.780553871471
2023-01-01,UK-NL,Exports,8.280177006590232,8.555285878253068,3944.892592171154,5194.137570263601
2023-02-01,UK-NL,Exports,8.534457283645379,8.41530822861606,5087.069889870738,4515.667198176172
2023-03-01,UK-NL,Exports,8.460842396343804,8.27711211545913,4726.037517958107,3932.820435225671
2023-04-01,UK-NL,Exports,8.32854120239559,8.339124720452672,4140.3731781036495,4184.425595982226
2023-05-01,UK-NL,Exports,8.291794574318727,8.32703239486849,3990.9898998693234,4134.130862298284
2023-06-01,UK-NL,Exports,8.45225713463761,8.282806088681847,4685.636922027036,3955.2776842865474
2023-07-01,UK-NL,Exports,8.534673457635412,8.57518270001026,5088.169700937398,5298.519389341837
2023-08-01,UK-NL,Exports,8.2736350546798,8.218061594572887,3919.169525812302,3707.309144891766
2023-09-01,UK-NL,Exports,8.317439153600693,8.436880260689788,4094.6607732503003,4614.137600557145
2023-10-01,UK-NL,Exports,8.457079332532144,8.470016097862308,4708.286557147948,4769.592249112971
2023-11-01,UK-NL,Exports,8.142856930191565,7.961426464313098,3438.7280538051546,2868.1613656577892
2023-12-01,UK-NL,Exports,8.284752906342078,8.196782795056961,3962.9853890468953,3629.2554464755385
2024-01-01,UK-NL,Exports,8.184444411026584,8.354321095332894,3584.75141752312,4248.49930702424
2024-02-01,UK-NL,Exports,8.293288046139937,8.196065041078677,3996.954783907923,3626.6514685601664
2024-03-01,UK-NL,Exports,8.372004122465896,8.202128740798056,4324.293798568958,3648.7092022033203
2024-04-01,UK-NL,Exports,8.255480164670391,8.320079775645693,3848.65942239604,4105.487513127806
2024-05-01,UK-NL,Exports,8.435339898623686,8.227443990171992,4607.035629237326,3742.2562734257635
2024-06-01,UK-NL,Exports,8.699565571646431,8.385952563619709,6000.304948366632,4385.033584025477
2024-07-01,UK-NL,Exports,8.135539026560282,8.136070120101943,3413.6556239949964,3415.4690759640416
2024-08-01,UK-NL,Exports,8.55912736543867,8.354855714734297,5214.129157308059,4250.771244437419
2024-09-01,UK-NL,Exports,8.31561914151155,8.111238478546332,4087.2152186969442,3331.7017169170385
2024-10-01,UK-NL,Exports,8.486032412837114,8.294302533684073,4846.598573502857,4001.0117022492923
2024-11-01,UK-NL,Exports,8.194869301187703,8.237568700536437,3622.3175283775163,3780.337992178239
2024-12-01,UK-NL,Exports,8.520404808273282,8.206065821055898,5016.083898119632,3663.102778910849
2025-01-01,UK-NL,Exports,8.345752593144764,8.218696308036092,4212.25154769159,3709.662970841779
2025-02-01,UK-NL,Exports,8.433570191496205,8.204887490125795,4598.889735496797,3658.788973650527
2025-03-01,UK-NL,Exports,8.45016810759563,8.369543718327293,4675.858716811611,4313.667366230147
2025-04-01,UK-NL,Exports,8.601044112516053,8.486595167530842,5437.333816874711,4849.32678718424
2025-05-01,UK-NL,Exports,7.959045384392071,8.014371275050067,2861.340168350484,3024.1074680675206
2025-06-01,UK-NL,Exports,8.592175612443397,8.267308372258874,5389.326014774803,3894.452455840366
2025-07-01,UK-NL,Exports,8.463021564131155,8.460791798713494,4736.347576272531,4725.798397708454
2025-08-01,UK-NL,Exports,8.577568731241906,8.292612640294905,5311.176916709002,3994.256128730872
2025-09-01,UK-NL,Exports,8.092690668309919,7.964312226808724,3270.475507018459,2876.450152140635
2023-01-01,UK-NL,Imports,8.406050958221652,8.63699666755327,4474.0573399190735,5636.376466570376
2023-02-01,UK-NL,Imports,8.779934640875767,8.727666273533268,6502.452164879077,6171.30914529778
2023-03-01,UK-NL,Imports,8.802596243152308,8.723412816085766,6651.490495201848,6145.115490741468
2023-04-01,UK-NL,Imports,8.581914732436706,8.607700296439514,5334.309528704311,5473.646428455358
2023-05-01,UK-NL,Imports,8.529583259932037,8.574860536621571,5062.335717034169,5296.812675315487
2023-06-01,UK-NL,Imports,8.712982771563798,8.602524935632136,6081.354754261519,5445.391511018039
2023-07-01,UK-NL,Imports,8.435867012228321,8.389225836430732,4609.464700536557,4399.410512198965
2023-08-01,UK-NL,Imports,8.789958569469674,8.845878516279907,6567.960055761569,6945.70329388776
2023-09-01,UK-NL,Imports,8.538675827041509,8.640330521359061,5108.575243701871,5655.198679524057
2023-10-01,UK-NL,Imports,8.429637010630552,8.367607286439755,4580.836996003517,4305.322325599002
2023-11-01,UK-NL,Imports,8.783469570510569,8.714079285710358,6525.4785500836915,6088.026703054439
2023-12-01,UK-NL,Imports,8.561723715981623,8.467462964301674,5227.684453912786,4757.430375121969
2024-01-01,UK-NL,Imports,8.300483779701603,8.402252861778894,4025.8195325634038,4457.096668174038
2024-02-01,UK-NL,Imports,8.560972996444821,8.45592265275394,5223.761401801177,4702.843725710672
2024-03-01,UK-NL,Imports,8.670844157659243,8.524469413053541,5830.419065635414,5036.513788297886
2024-04-01,UK-NL,Imports,8.362148180873985,8.379546848857423,4281.8831531979795,4357.034083811411
2024-05-01,UK-NL,Imports,8.637901171754084,8.4349309376807,5641.476899095351,4605.151916810683
2024-06-01,UK-NL,Imports,8.65637060606777,8.265790557309488,5746.639947706674,3888.545881360686
2024-07-01,UK-NL,Imports,8.552972104196858,8.539143269032465,5182.133402330713,5110.963764488702
2024-08-01,UK-NL,Imports,8.514556905617223,8.240556272649286,4986.835930753525,3791.6489122224116
2024-09-01,UK-NL,Imports,8.582799392427454,8.391109784193922,5339.030666915755,4407.706584022012
2024-10-01,UK-NL,Imports,8.53917097348921,8.313539232810882,5111.1053629246835,4078.723018763788
2024-11-01,UK-NL,Imports,8.380172989430385,8.383238140232748,4359.763053899352,4373.146886375964
2024-12-01,UK-NL,Imports,8.738435990753544,8.466032375474608,6238.1315831759675,4750.629314302496
2025-01-01,UK-NL,Imports,8.664530257499049,8.571952489426803,5793.722353362131,5281.4316692590055
2025-02-01,UK-NL,Imports,8.664226279156392,8.463146407657549,5791.961454894398,4736.938915517847
2025-03-01,UK-NL,Imports,8.40095510485345,8.276626419004646,4451.316191743478,3930.9107420872992
2025-04-01,UK-NL,Imports,8.400909289924906,8.176185533139915,4451.112259681828,3555.267313708302
2025-05-01,UK-NL,Imports,8.596659505098792,8.648399406400745,5413.545432165667,5701.014419951838
2025-06-01,UK-NL,Imports,8.74023150649771,8.435993115339198,6249.342308152501,4610.04600502615
2025-07-01,UK-NL,Imports,8.338631161483042,8.265057844793922,4182.360844776732,3885.697738688375
2025-08-01,UK-NL,Imports,8.687212092359827,8.39851094447372,5926.636274561103,4440.449746147473
2025-09-01,UK-NL,Imports,8.796188071339953,8.789496416287939,6609.002880662157,6564.9253534269765
